nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
36	7.71891267346142e-05	0.033138000507781	7.62995749536985e-05	0.0318212204740859	0.934887290316444	ENSG00000142632
14	5.13003447534871e-11	7.07155484814128e-11	0.018871496618826	0.0250575599685114	0.956070943290646	ENSG00000162817
2	0.0105190204967997	0.0189424829535426	0.00260561054876888	0.00372793662584494	0.964204949375044	ENSG00000198860
2	0.000691463337106681	4.55336368655443e-05	0.0335207351588283	0.001242878645563	0.964499389221636	ENSG00000115687
1	0.537982372782581	0.00584282973774952	0.0384612484587422	0	0.417713549020927	ENSG00000138029
1	0.0351406576281127	0.000312685312785721	0.09744759369672	0	0.867099063362382	ENSG00000115946
3	0.228223542076816	0.00901845511247264	0.0528710389927566	0.00138073964225414	0.708506224175701	ENSG00000119771
24	0.0208589050183981	0.0135458361513372	0.0347897272445943	0.0216834322360447	0.909122099349626	ENSG00000135926
1	0.940008744540903	0.0313571732089608	0.000833394311174963	0	0.0278006879389607	ENSG00000163093
1	0.542305424738792	0.00916731346347812	0.0250513197290707	0	0.42347594206866	ENSG00000115956
76	7.24552730617692e-08	0.0155645051851443	4.48427857755928e-07	0.0954401945572682	0.888994779374458	ENSG00000138031
30	0.0224808149793506	0.0112032970603956	0.0542531280313063	0.0261510934576177	0.88591166647133	ENSG00000115677
81	5.5017476148815e-22	1.55036709533475e-21	0.0108363521598434	0.0295767535525885	0.959586894287568	ENSG00000129055
16	2.79299720930198e-05	8.06776423589529e-05	0.039261448762541	0.112561322236911	0.848068621386095	ENSG00000055955
69	0.00202476185905251	0.00313718615804559	0.0377783376456899	0.0576347069974439	0.899425007339768	ENSG00000185909
3	0.581332683831195	0.182780463142218	0.00213127026248836	0.000436787284039765	0.233318795480059	ENSG00000178700
1	0.620932938714883	0.118184938854595	0.00136348734699561	0	0.259518635083526	ENSG00000121879
8	0.140317335261874	0.0214146700667376	0.0416330280199421	0.00556279392130869	0.791072172730138	ENSG00000178149
2	0.346911951458343	0.0201061888781776	0.0210620393098257	0.000609395113276674	0.611310425240377	ENSG00000225697
1	0.768106096429767	0.030893730940358	0.00487620025967092	0	0.196123972370204	ENSG00000145284
7	0.000427145359763021	0.00128881557212288	0.00120128347381229	0.00263015155516817	0.994452604039134	ENSG00000145287
1	0.444817542194532	0.00668813690220418	0.0342046059082066	0	0.514289714995057	ENSG00000138755
1	0.833846900195263	0.0123921741882296	0.00969400172125001	0	0.144066923895258	ENSG00000185477
15	0.000225641013711445	0.000541007726728985	0.00996395558796318	0.0229237125700762	0.966345683101519	ENSG00000152785
2	0.764217875042689	0.0270826475393077	0.0118742540831157	0.000224203371856832	0.196601019963031	ENSG00000169245
8	0.000328706766241776	5.23507061077664e-05	0.0493874485930648	0.00692226602710948	0.943309227907476	ENSG00000138639
1	0.519657178482148	0.00794023973323942	0.0290177759043069	0	0.443384805880305	ENSG00000109667
2	0.115673963449682	0.0542275661498104	0.0100993615207742	0.0039184661697788	0.816080642709954	ENSG00000118579
1	0.943808232162019	0.0251053971963675	0.0011263135299882	0	0.0299600571116257	ENSG00000184985
2	0.0670285215717504	0.00149342915628822	0.0710939896552933	0.000724350119429307	0.859659709497239	ENSG00000164136
4	0.00538217292682597	0.0129322111036436	0.00116973303300941	0.00183193449943654	0.978683948437085	ENSG00000173083
2	0.0541355739031716	0.0457610988869737	0.00212093051931555	0.000895747604419649	0.897086649086119	ENSG00000138678
20	3.79951796258482e-14	0.045883064534918	6.43670073384099e-14	0.076852478650351	0.87726445681463	ENSG00000163257
11	2.84905976481611e-11	1.20620975904609e-11	0.0300249915992868	0.0117534942349034	0.958221514125256	ENSG00000171421
66	5.99916963390682e-10	2.78180584004177e-09	0.0204347646906451	0.0938699980124122	0.88569523391522	ENSG00000112992
43	0.00309499149613622	0.00446472055859667	0.0267797863890349	0.0377035750163477	0.927956926539885	ENSG00000129596
1	0.253262989425583	0.00247409821417663	0.0691123162762556	0	0.675150596083985	ENSG00000169230
18	0.0113099559261347	0.0145561756084928	0.0141136850908364	0.0172218417336095	0.942798341640926	ENSG00000072682
5	6.18377122973234e-19	1.08167243997976e-19	0.0165910291804489	0.00192063374161485	0.981488337077933	ENSG00000179344
38	1.40975394154773e-29	1.75784979046886e-29	0.0287630598090834	0.0349289143853701	0.936308025805541	ENSG00000196735
