nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	gene
9	0.326304285379922	0.151493271327963	0.0102222379166149	0.00423813572499039	0.507742069650509	ENSG00000162817
12	0.449459819200727	0.165611473355906	0.0130215623104564	0.00443054989679905	0.367476595236111	ENSG00000162551
1	0.666104416317786	0.005556482930199	0.0351474576219736	0	0.293191643130042	ENSG00000079308
3	0.000527990054561708	0.24727581864829	7.65758223319477e-06	0.00283695634494817	0.749351577369967	ENSG00000196811
8	0.000685900648817423	0.131120398222483	3.6069586054987e-05	0.00603312846891893	0.862124503073726	ENSG00000084676
1	0.924560713848509	0.0255563967357201	0.00174161980113083	0	0.0481412696146403	ENSG00000144043
1	0.826583695283078	0.0399800303045156	0.00270290126961179	0	0.130733373142795	ENSG00000135912
1	0.00495904880504039	0.198770332778057	1.98653707030579e-05	0	0.7962507530462	ENSG00000124357
58	0.0435480129807126	0.0708192434931489	0.017866088048956	0.028214881556239	0.839551773920944	ENSG00000129055
3	0.734249261401252	0.230859925466917	0.000326645641278548	6.82067484928757e-05	0.03449596074206	ENSG00000178700
7	0.596636271198223	0.320522351372747	0.0011255686925093	0.000523480806054658	0.0811923279304659	ENSG00000055955
1	0.948997149432771	0.0109177812333995	0.00320563975372226	0	0.036879429580107	ENSG00000244607
2	0.850555362337319	0.12192366303985	0.000378322691711844	2.71154876933792e-05	0.0271155364434256	ENSG00000170854
1	0.820475150198499	0.156164698974762	0.00012209065833804	0	0.0232380601684009	ENSG00000121879
1	0.931288237401818	0.0452814566258099	0.000472172090521415	0	0.0229581338818504	ENSG00000154310
1	0.892842858537906	0.0883337224185325	0.000188355958947008	0	0.0186350630846145	ENSG00000138755
1	0.897520639625641	0.0887965203366513	0.000136916914533787	0	0.0135459231231741	ENSG00000169245
2	0.894846903497589	0.0292270752447759	0.00437687694193353	7.14778617140336e-05	0.0714776664539873	ENSG00000138758
40	0.120418507754669	0.276584333615617	0.0117920063921675	0.0265198907790735	0.564685261458473	ENSG00000112992
2	0.154159955202123	0.00721205397894888	0.0344163181010272	0.000806691126544156	0.803404981591356	ENSG00000179344
1	0.172704287737181	0.0085494031620499	0.016211792730683	0	0.802534516370087	ENSG00000204525
1	0.898043314796623	0.0206374422168774	0.00339106366656742	0	0.0779281793199323	ENSG00000232629
1	0.613827696245414	0.0141060385436448	0.0155153976743453	0	0.356550867536595	ENSG00000196735
1	1.47133854492882e-05	0.0354282047043364	4.00581806459251e-07	0	0.964556681328408	ENSG00000124557
1	0.927723444574416	0.0213195050452359	0.00212494110562404	0	0.0488321092747236	ENSG00000237541
1	0.961529634979687	0.0328374353860436	0.000160248361798541	0	0.0054726812724707	ENSG00000175048
13	0.00533524248313373	0.253855704334442	0.000211720965265239	0.0093426219560167	0.731254710261142	ENSG00000124614
7	0.724111093474417	0.130899895509261	0.00538837992211067	0.000835309478680852	0.13876532161553	ENSG00000106328
2	0.904805544027579	0.035428985217198	0.00290273320444989	5.68548839683633e-05	0.0568058826668046	ENSG00000169193
8	0.36533334227459	0.461112629557302	0.0013158147100284	0.0014900331137302	0.17074818034435	ENSG00000005471
22	0.00130783590949771	0.239027668398843	0.000100665423070138	0.0176562884322132	0.741907541836376	ENSG00000146535
1	0.894369491240536	0.0522530176724681	0.000898241702835225	0	0.0524792493841605	ENSG00000133597
1	0.947974786073452	0.0238188586192625	0.00107962585287851	0	0.027126729454407	ENSG00000148120
49	0.00388410643129204	0.254204534704454	0.000463086814080725	0.0295959598406104	0.711852312209563	ENSG00000130956
1	0.977328589000424	0.0160043075995746	0.000383705709290058	0	0.00628339769071093	ENSG00000150594
346	0.00436815261485664	0.416501326798844	0.00147599987486557	0.140298547838173	0.43735597287326	ENSG00000182180
2	0.491860238836055	0.0236492598472158	0.0207335871156593	0.000533673744800039	0.46322324045627	ENSG00000138346
5	0.754201787877209	0.197388663246445	0.000867655633669274	0.000179719475256871	0.0473621737674194	ENSG00000099256
2	0.810241198929737	0.0173281539105462	0.0140860058773879	0.000143047562890535	0.158201593719439	ENSG00000166796
7	0.779141863173993	0.138868235444626	0.00310149842698089	0.000474373125047134	0.0784140298293534	ENSG00000133818
1	0.487788596816101	0.0576355224801347	0.00381493977005836	0	0.450760940933706	ENSG00000008323
4	0.737815488842462	0.0696790816568175	0.00849552894613326	0.000618924323606633	0.183390976230981	ENSG00000174989
1	0.949075329349159	0.02376554826882	0.00104294742410967	0	0.0261161749579113	ENSG00000010610
2	0.808262308636553	0.0599584805927255	0.00398991319429136	0.000168358633864844	0.127620938942566	ENSG00000188659
1	0.943120884975329	0.018352321656293	0.00188310910097726	0	0.0366436842674006	ENSG00000007545
3	0.755274771281682	0.0866793141355354	0.00572028658693257	0.000504669284134085	0.151820958711716	ENSG00000213937
2	0.29909184138218	0.203284390970149	0.00116047997328333	0.000292575190820805	0.496170712483568	ENSG00000141013
4	0.60240791018987	0.146874252523822	0.00480918373575922	0.00092755540825372	0.244981098142296	ENSG00000159720
1	0.449444641484273	0.0118338196196871	0.0197118212032912	0	0.519009717692749	ENSG00000198933
1	0.950217456073843	0.0423139200197093	0.000164034630592827	0	0.00730458927585523	ENSG00000167105
3	0.69134039530914	0.0503343764452095	0.0102008088895855	0.000495060288721055	0.247629359067344	ENSG00000108771
1	0.934797776542505	0.0216387631246332	0.001804014264118	0	0.0417594460687443	ENSG00000068137
1	0.696547134398577	0.136370047962002	0.000849084036501575	0	0.16623373360292	ENSG00000175691
1	0.788397643960495	0.119795322058789	0.000600250593262693	0	0.0912067833874534	ENSG00000004777
1	0.970259465494064	0.00826751474426184	0.00225534855079074	0	0.019217671210883	ENSG00000101000
1	0.900621531579019	0.0122107422946411	0.00598756407408741	0	0.0811801620522522	ENSG00000182871
45	4.87271384885599e-07	9.09268506886295e-06	0.00144515517623778	0.0259946411728284	0.972550623694481	ENSG00000100376
